label,entry
other_riot,礼部遵旨议、安庆巡抚孙国玺奏、本科两江应试举子。不遵场规。嗣后入场、不按牌名。及接卷后不归本号者。该提调查明。即行扶出。鬨聚多人、紊乱场规者。为首斥革枷示。试卷正草不全。例应贴出。其有意涂改鬼名。题诗写禀者。斥革治罪。至教官职司训士。以后诸生临场。如仍不遵约束。该监临官、将该教官指参。降一级调用。如学政于士子科举时。滥行收录。将该学政罚俸一年。从之。
other_riot,谕内阁、乡会试为抡才大典。士子读书。当知自爱。其有因人数众多。儌幸乱号。以身试法者。虽设有号单底簿。互相核对。诚恐稽查未清。转不无遗漏舛错。其乱号士子。或托人代填。或捏写诡名。即欲杜绝弊端。无从查对。事属有名无实。自无容稍存迁就。兹据礼部将查号之法。遵旨核议具奏。于认真办理之中。立法仍归简易。嗣后著仍照定例办理。其士子进号。既经看栅官役。认明卷面字号相符。如号数已满。即将号栅销闭。封门后监临监试等。仍分段入号亲查。如监临查号不力。责成监试。监试查号不力。责成监临。互相指参。毋许稍有徇庇姑容。致滋弊混。其八旗号舍。即著弹压副都统亲身巡查。以专责成。士子如有乱号。即行扶出。设为时已晚。未便开门。即将试卷扣除。并将该士子交至公堂派员看守。俟放牌时扶出。其有挺身肆闹者。照例治罪。
other_riot,又谕、本年十月二十二日。万寿山无尽意轩内、失去红氊二条。镶玉如意三柄。穆腾额、和世泰、系管理三山大员。若一闻呈报失窃。即时亲往躧勘。跟寻踪迹。必能立时究出赃据。缉获正犯。乃伊等闻报后、漠不关心。迄未到彼一查。数日后于当铺内起得红氊。始与常福会奏派令桂芳、徵瑞、会同研鞫。将各园户及当夥传提多人。严刑拷讯。所录供词。毫无端绪。因续派景禄、卢荫溥、会同覆审。各犯已多受刑伤。供情反覆游移。总无赃据。兹分别具摺自请严议议处。此案穆腾额、和世泰、系专管之员。不能及早查缉。任意延玩。以致赃贼无踪。办理费手。伊二人之咎较重。穆腾额、著降为三品顶带。拔去花翎。和世泰、著降为四品顶带。各罚俸一年半。加恩俱仍留内务府大臣之任。其所管三山及各项差使。均照旧管理。常福署管三山。距失窃时仅止半月。伊闻信后曾亲往履勘一次。虽未能究出赃贼。其咎较穆腾额和世泰尚轻。常福著罚俸一年。桂芳、徵瑞、并非经管之事。惟派审不能详慎研究。著罚俸六个月。景禄、卢荫溥、派审在后。况已头绪纷乱。实属不易办理。尚非耽延。著各罚俸三个月。其万寿山无尽意轩失于看守之该管官员、及是日直宿之达他等、均著查明即行革职。所遗员缺。著内务府大臣遴员委署。俟开印后、带领引见。现讯各犯内赵黑子、吴幅太、张招儿三犯、交慎刑司严行看管备质。其余人等概予保释。仍著步军统领、顺天府、五城、并内务府、各派番役、一体严密访缉赃贼。俟查有端倪。即行审办。
other_riot,己丑。给事中陈田奏、云南河口之乱。致起交涉。委员高而谦节为法人要挟。自后宜选得力大员。慎重交涉。以杜隐患。下外务部知之。
other_riot,刑部等衙门议覆。礼部右侍郎塞楞额、奉差审讯广东驻防兵丁阎尚义等、打毁米厂。拥闹巡抚公堂一案。其为首之阎尚义、陈显聪、及扎伤守备之谭英奇等。均应拟斩立决。为从之梁亚德、汤亚四等。均应拟绞监候。原任广州将军李杕、平时不行约束兵丁。临时复向巡抚杨文乾、求情释放。纵容曲庇。明系扰乱地方。李杕、应拟斩监候。从之
other_riot,己丑。谕、前因浙省仓库亏空。不能依限弥补。特派大臣前往查办。并于窦光鼐奏到考试摺内。批令就所闻见。据实具奏。此朕兼听并观之公心也。嗣据窦光鼐节次奏到浙省仓库亏缺。浮于报明之数。且将仙居县知县徐延翰、收禁生员马寘。及平阳县知县黄梅、丁忧演戏等款。一同入奏。维时朕以其不避嫌怨。逐款敷陈。曾于摺内批谕。褒其公正。迨阿桂等、查明该省亏缺。较之从前原报之数。有减无增。而黄梅丁忧演戏等款。俱系窦光鼐误听人言。其实并无其事。朕以窦光鼐。原系风闻入奏。即使不实。尚不欲遽加以罪。而窦光鼐仍复执辩不休。哓哓渎奏。且现当宾兴大典。多士守候录遗。窦光鼐辄置而不办。亲赴平阳等处。自行访查。意在必伸其说。而置分内之事于废弛。是以将伊交部议处。嗣据都察院会同吏部具奏。以该学政袒庇劣生。擅离职守。议以革职。朕以窦光鼐亲赴平阳等处访查。或果黄梅等实有情弊。则窦光鼐前奏、尚不为无据。是以将原摺暂留。今据伊龄阿奏、窦光鼐于未到平阳之先。潜差人赴平阳一带。招集生童。呈控地方事件。及行抵彼处。于明伦堂招集生监。询以黄梅在任款迹。生监等答以不知。窦光鼐即发怒咆哮。用言恐吓。并勒写亲供。锁拏该县书役。用刑逼喝等语。生监把持唆讼。学政方将约束之不暇。而窦光鼐招告于未到之先。逼吓于既到之后。咆哮发怒。纷纷若狂。实属大孤厥职。若生监等。因此挟制官长。颠倒是非。实足以长恶习而助刁风。而窦光鼐执意妄行。竟欲以生监等笔据为验。是其举动乖张瞀乱。朕亦不能为之曲庇矣。窦光鼐科分较深。学问亦佳。从前未经升用者。即因其性情偏执。遇事辄挟私见。是以迟迟耳。近念其学问尚优。历俸最久。仍用至侍郎。留学政之任。理宜安分守职。承受朕恩。乃于浙省一案。执辩不休。无故陷人于忤逆名节有亏之事。今复招集生监。逼令指实。而置目前录科之事不办。徒令合省生监。守候多时。几误场期。如此、若再姑容。则何以为旷职生事者戒。窦光鼐、著照部议革职。其吏部右侍郎员缺。著金士松调补。所遗兵部左侍郎员缺即著刘秉恬补授。其浙江学政著顾学潮、暂行署理。今年为更易学政之年。届期有旨另补。
other_riot,谕军机大臣等、有人奏、闽省圜法紊乱。匪徒纠抢。请饬严办一摺。据称该省正月闲。有匪徒因各钱铺滚支。将店屋抢毁。地方官不能立时弹压甚至聚众明火。围劫典铺。民闲罢市。官避处分。讳抢为窃。设法消弭等语。奸商垄断牟利。匪徒藉端行劫紊乱钱法。扰害闾阎。均属大干法纪。亟应严拏惩办。至地方官藉徵解钱粮。营私肥己。尤应据实严参。著杨昌浚秉公彻究。务获真犯。按律严惩。并将不肖州县。随时参撤。以儆贪墨而靖地方。至原奏内称。民闲行用。票不如钱。请饬闽局迅行鼓铸。永禁出票一节。并著该督察度情形。妥筹办理。毋得操之过急。致滋事端。原摺著钞给阅看。将此由四百里谕令知之。现月
other_riot,全权大臣直隶总督李鸿章奏、将逞乱官犯已革直隶道员谭文焕、遵旨便宜批饬正法。报闻。摺包
other_riot,戊寅。谕内阁、张曜奏、运河道耆安工次被劫。获犯讯办。请将疏防员弁。摘去顶戴一摺。此案匪徒拒伤道员。抢劫鞘银。并伤人役多名。情节重大。非寻常盗案可比。难保无巨匪溷迹其闲。亟应迅速拏办。以遏乱萌。著张曜督饬地方文武。就已获八犯严行讯究。并将案内首要各犯。严拏务获。从重惩办。不准一名漏网。山东滕县知县秦应逵、该汛把总袁其智、于此等重案。毫无防范。仅予摘去顶戴。不足示惩。秦应逵、袁其智、均著先行革职。仍勒令协缉。现月
other_riot,丙申。谕诸王大臣等。内府佐领内管领等。从前康熙三十年间、所用钱粮。不过三十余万两今增至七十余万两。朕思以国家徵输之额赋。而养此并非正项兵丁、无用人口。且逐年增添。无所底止。甚非经久之策。是以屡询廷臣。商酌变通之法。据廉亲王奏称、旗下披甲人。每一佐领。只二十四名。内府佐领。亦应照此办理。朕云、内府佐领下人等甚多。若照八旗裁减。恐不可行。廉亲王奏称、臣属之图巴海佐领。俱系六七人始得一披甲钱粮。照此办理。无不可行。朕因将此事、交与庄亲王、及常明、来保、同廉亲王确议。乃廉亲王议将内府佐领下增甲九十余副。廉亲王在朕前、奏请裁减内府佐领之甲。及至议奏。反议增添。诚不知其何心。若果前奏难行。亦当陈明从前所奏之误。何以面奏可裁。而又议加增。阴邪叵测。莫此为甚。伊从前种种奸谋。欺骗诸臣。在廷共识其奸。伊计无所施。又借此摇惑此等卑下之人。欲以扰乱政事。且邀结人心。沽取名誉。而加朕以不美之名。朕念内府佐领披甲之人。多系殷富官员之家人。即如来保常明家人、披甲者甚多。且内管领人等、即幼稚亦有钱粮。其披甲钱粮。乃分外多得之项。将此裁去。未尝不可。因酌量定额。每佐领准其留甲五十副。裁其家下披甲内之多者。且目前亦不即行裁减。俟其缺出、扣除不补。乃来保、常明、自顾其私。将不甚紧急事件。连夜通传。守夜步军、不能禁止。以致内府佐领无赖之人。齐集廉亲王府门、妄行嚷闹。彼时廉亲王来奏此事。适本日朕将廉亲王之舅家、拨给廉亲王。朕意谓其必因拨给之事来奏。未曾召入。谕令于诸王大臣奏事之日同奏。而廉亲王并未声明内府佐领人等嚷闹情由。即行退去。次日庄亲王内务府大臣奏称、内府佐领下人等。至廉亲王处嚷闹。朕降上
other_riot,又谕、本日御史孙起端奏、请将军船水手乘时励用一摺。据称粮船水手人等。编入行伍。按名给饷。可为纪律之师等语。此等乌合之众。平时既未练习。安能望其深明纪律。即使乘时励用。事平之后。人数甚多。又将作何安置。且恐愈滋流弊。所奏著毋庸议。惟摺内所称各帮俱有头目。凡遇帮船争斗。得头目一言。水手无不听从。现虽不敢设立会首名目。而各帮暗中自有推遵之人。著朱树、麟庆、李湘棻、密谕总运千总。分帮询访头目。谕以各就各帮约束水手。俾共安本分。或自行转练。保护船只。勿被逆夷勾结。贪一时之重利。致清白良民。顿为叛逆。日后身家俱丧。傥贼船逼近粮艘。如能奋勇抵御。杀贼立功。自当立予重赏。如此剀切晓谕。俾其闻知。咸思感奋。庶几该水手等不为贼用而为我用。亦妥内攘外之一道也。将此谕令知之。
other_riot,谕军机大臣等、御史忠廉奏、京师盗风未息。宜专督捕责成一摺。京城自前年乱后。人心浮动。抢劫横行。虽经设立局所。分段协巡。而劫案仍复不少。著步军统领衙门、顺天府、五城御史、会同世续、铁良、广忠、荣庆、胡燏棻、详细会商。将巡防缉捕一切事宜。妥议章程。实力办理。总期各专责成。认真查缉。务使有犯必获。盗贼潜踪。闾阎安堵。用副朝廷除暴安良之至意。原摺著钞给阅看。将此各谕令知之。现
other_riot,御史文悌奏、近日京城内外。喧传洋人在内地开捐贡监。一得洋照。遇中国派捐饷税。及词讼牵涉。皆可邀洋人保护。明系中国匪徒。假托敛钱。请饬示禁严惩。以遏乱萌。得旨、著总理衙门查明办理。寻奏、遵查洋人开捐。并无确凭。该御史既有所闻。拟密行访查。果有匪徒假托惑血■乣情事。应即设法惩办。以息谣说。从之。摺包
other_riot,又谕、电寄赵尔丰、据端方电奏、川中昌言废约。事变晶■宜生。现已有罢市罢课之举。由此变本加厉。焚香设坛。育经习拳之事。必将接踵而起等语。瑞澂电奏情事相同。此中难保无匪徒藉端煽惑。著赵尔丰懔遵晶■宜次谕旨。切实弹压。迅速解散。毋任日久酿乱。傥或养痈贻患。致滋事端。定治该署督以应得之罪。并将近日所办情形。先行电奏。电寄
other_riot,戊寅。谕军机大臣等、有人奏、顺天府东安县属有著名巨匪虎翅子张秉俊。容留棍徒。扰害一乡句串坐地虎冯永奎、蠹役白面判官蒋富顺、赛诸葛赵玉、朋比为奸。盗案叠出。民不堪命。并有白昼抢劫骡马。交银勒赎。刃伤事主情事。该县刘兆璋买娼为妾。任意娱乐。于匪徒扰乱地方之事置若罔闻等语。著孙家鼐、孙楫即将该匪徒张秉俊等严饬缉拏。务获究办。并将该县刘兆璋被参各节。确切查明严参。毋稍回护。原摺著钞给阅看。将此谕令知之。寻孙家鼐等奏、查明刘兆璋买婢复遣。致有讹传。拟请免其置议。惟于张秉俊刃伤冯廷珍一案。并不比差传案。办理殊欠明决。已将该县撤任察看。以示惩儆从之。
other_riot,谕军机大臣等、据特成额奏、查明通城县黎赞武等、聚众殴官起衅情形。并拏获案犯。现在审办一摺。已于摺内详悉批示矣。该县郑师、因黎明翰、被胞侄黎玉敖等、捆殴成伤。伊妻孙氏赴县禀报。亲往查验。突遇黎赞武等、拦阻殴打。是该县并无办理不善之处。虽有被逼至黎赞武家内、勒写照稿一节。但此等乱民。与叛逆贼众不同。原不必遽以身殉。该县即被勒逼从。从权写给。以为脱身之计。尚近人情。细核此案情节。该县竟属无罪。不可参处以长刁风。至黎赞武等、恃其聚族而居。人多势众。竟敢聚众殴官。并将知县逼至家中。勒写字稿。不法已极。即将首犯凌迟。亦不足蔽辜。必须按名弋获。尽法惩治。方足以靖人心而肃法纪。著传谕特成额、严饬各属上紧查拏。毋使一名漏网。并将现获各犯。速行究审。从重定拟具奏。今获正犯否。著即速奏。将此由五百里谕令知之。
other_riot,谕议政王军机大臣等、光禄寺少卿郑锡瀛奏、请设屯田养兵。以节经费一摺。据称各直省及东三省等处驻防绿营满汉兵丁七十一万九千余名。岁需饷银一千六七百万余两。京城各旗营满汉额兵十五万一千余名。需饷五百余万两。尚不在此数内。国家岁入之款。约计四千数百万两。兵饷一项。已用其半。请将被扰省分。于城邑克复后。查明业户已绝。荒田圈为官地。募民屯种。佥以为兵。并酌给驻防满兵田亩。令其收取田租。抵作兵饷。计江浙皖陕甘等省兵饷。每岁可节省数百万两。并请将俸薪等项。及马乾银两。一并酌给荒田。令其认垦招佃。抵作领款等语。国家岁出各款。以兵饷为最钜。现在江皖苏浙陕甘各省。被扰较重。各区户口稀少。多有无主闲田。果能开设屯田。所节兵饷。为数甚钜。于经费不无裨益。著两江闽浙陕甘各总督。并江苏安徽浙江陕西各巡抚。各就地方情形。分别酌拟章程。妥议具奏。并将业经克复地方。先行办理。如实系无主荒田。即可募民屯种。并须选派廉明委员。认真清查。毋任蒙混骚扰至摺内所陈山东河南湖北湖南江西及川黔两广等省各属被扰地方有无闲田可以开屯之处。均著各该省督抚确切查明。各就地方情形。分别酌度办理。不得以创始为难。藉词推委。尤不可假手吏胥。强夺民闲有主之田。致令纷纷扰害。另片奏、请饬将山东等省查出叛产。给予兵丁屯田。著山东陕西各巡抚妥为经理。并著皖务黔粤各督抚。将捻匪土匪各叛产。一律查办。甘肃回匪叛产。俟军务完竣后。由该督查明办理。至台湾营制。向由内地营兵换班戍守。将来地方肃清。所有查出叛产。应如何变通营制开设屯田之处。著闽省督抚体察情形办理。原摺片各一件。均著钞给阅看。将此各谕令知之。
other_riot,己丑监国摄政王代诣乾清宫。接见奥国使臣讷色恩等六员谕内阁电寄＜?辶黎＞方■土岫等据电奏驻扎归化城之山西口外巡防队。猝然变乱统领周维藩未知存亡现由本城挑派巡防官兵五百数十名专顾城防并令土默特添练蒙兵五百名。回团三百名。民团二百名以资保＜?目辟＞行＜?匧心＞口＜?韦未＞＜?夗贝＞等语。著该将军等妥速布置。严为防守仍将详细情形。随时探明电奏
other_riot,癸酉。谕内阁、邓华熙奏、特倢■＜⿱曰融＞■＜⿱石木＞纵盗养奸劣员一摺。捐升湖北试用直隶州知州前署涡阳县知县桑寯、讳匿劫案。致长盗风。养痈贻患。此次土匪之乱。实自该员酿成。未便因其已经改省。稍事宽容。湖北试用直隶州知州桑寯、著即行革职。以示惩儆。现月
other_riot,又谕、宗人府将情实应绞官犯原任颜料库郎中宗室嵩庆、原犯案情黄册进呈。核其情节。缘嵩庆调补颜料库郎中。往伊堂母舅德丰额家叩头。德丰额邀伊往饭铺吃饭。同饮至醉。德丰额与车夫争闹。经嵩庆劝解。德丰额上车。嵩庆同坐车外。德丰额仍欲下车追闹。且将头乱撞。嵩庆以德丰额酒醉滋事。将伊左右腮颊用拳殴打。德丰额将嵩庆推堕车下。德丰额亦随同下车。拔取嵩庆所佩小刀。欲寻途闲车夫争斗。嵩庆抱住。夺回小刀。德丰额仍复夺取。嵩庆情急。以小刀吓戳。致伤德丰额左肋。越日殒命。宗人府会同刑部、将嵩庆依殴杀律问拟绞监候。入于情实。此虽照例办理。细核情节。究因德丰额起衅。且嵩庆又系自行出首。著加恩改为缓决。仍监禁宗人府空房。
other_riot,谕军机大臣等、有人奏、安徽在籍郎中曹英倚势横行。私带兵役锁拏平民。攒殴民人潘观海等。几于毙命。纠集匪棍。勒索商船。并与甲商吴敬仪狼狈为奸。紊乱盐纲亏短课税。叠被控告有案该员私充浙省盐商。改名曹行健。请饬查究等语。著陈彝、卫荣光将所奏各节。确切查明。据实具奏原摺均著钞给阅看。将此各谕令知之。寻卫荣光奏、徽商争销引盐。互相控告。现已讯明断结。此外并无重大情节。得旨、曹英著交部议处。苏宝善著查取官职的名。一并议处。陈彝奏遵查曹英本系浙江纲商。捐纳郎中。在休甯县经纪商务。尚无倚势横行。擅带局兵勒索诳骗等劣迹。奉查各案。似以阻止邻境融销盐引为重。虽已经和息。究属不知检束。应请将该郎中曹英交部议处。以示惩儆。得旨、前据卫荣光查明覆奏。已将曹英交部议处矣。现月摺包
